AAY28395,20,2003/12/01
AAY27994,9,2003/12/01
AAY46381,19,2003/12/01
AAX11485,52,2003/12/02
AAY28571,17,2003/12/02
AAX56400,43,2003/12/02
AAX11505,24,2003/12/03
AAY18096,21,2003/12/03
AAY28295,21,2003/12/04
AAX12751,21,2003/12/04
AAY28004,18,2003/12/04
AAY44906,35,2003/12/04
AAX11595,15,2003/12/08
AAX11525,19,2003/12/08
AAX11535,22,2003/12/08
AAX11555,9,2003/12/08
ABD15482,3,2003/12/08
AAX11565,16,2003/12/09
AAX11585,3,2003/12/09
AAX76653,7,2003/12/09
AAX11515,18,2003/12/10
AAX11605,1,2003/12/10
AAX11545,11,2003/12/10
AAX76753,18,2003/12/10
AAY18564,13,2003/12/10
AAY27853,20,2003/12/10
AAX35831,17,2003/12/11
AAX11575,33,2003/12/12
AAX57654,19,2003/12/12
AAX12731,20,2003/12/13
AAX11615,4,2003/12/15
ABD15471,26,2003/12/15
AAX12741,71,2003/12/16
AAY18126,44,2003/12/16
AAY28486,43,2003/12/16
AAY64202,28,2003/12/16
AAX34061,20,2003/12/18
AAX56430,13,2003/12/18
AAY18611,18,2003/12/19
AAX11455,57,2003/12/20
AAX76643,89,2003/12/21
AAY44796,18,2003/12/23
AAY18136,50,2003/12/26
AAY18146,5,2003/12/29
AAY28561,21,2003/12/29
AAY28521,2,2003/12/29
AAY28531,82,2003/12/29
ABD15493,83,2003/12/31
AAX56410,66,2004/01/05
AAX57704,5,2004/01/06
AAX76763,86,2004/01/06
AAY28385,65,2004/01/06
AAY28541,3,2004/01/06
AAX56420,1,2004/01/09
ABD61271,1,2004/01/12
ABD15449,1,2004/01/13
ABD60922,72,2004/01/15
AAX76623,92,2004/01/30
AAX35821,20,2004/02/05
ABB03079,51,2004/09/17
ABB80012,71,2004/09/17
ABB53718,54,2004/09/20
ABB46458,48,2004/09/27
ABC84400,69,2004/09/27
ABD15526,81,2004/10/19
ABB53614,46,2004/11/01
AAZ74551,80,2004/11/04
AAZ79944,87,2004/11/05
ABA18048,27,2004/11/06
ABA42269,17,2004/11/06
ABA12740,88,2004/11/08
ABB03090,5,2004/11/08
AAZ83688,32,2004/11/11
ABB80137,43,2004/11/11
ABC54679,39,2004/11/18
AAZ79593,35,2004/11/18
ABA18134,33,2004/11/22
ABB80001,97,2004/11/27
AAZ38583,29,2004/11/30
AAZ74419,56,2004/12/01
AAZ83371,87,2004/12/01
AAZ80030,18,2004/12/07
AAZ79615,70,2004/12/08
AAZ74474,18,2004/12/09
AAZ74595,79,2004/12/09
ABA18026,66,2004/12/09
ABD61282,17,2004/12/10
ABA12762,60,2004/12/15
AAZ79627,51,2004/12/16
ABA43200,24,2004/12/16
ABB02847,52,2004/12/16
AAZ74452,37,2004/12/20
AAZ74463,71,2004/12/20
AAZ83382,46,2004/12/20
AAZ38616,16,2004/12/21
AAZ79626,39,2004/12/21
AAZ38550,45,2004/12/22
AAZ74485,51,2004/12/22
ABM22301,51,2004/12/22
ABM22312,51,2004/12/22
ABM22323,51,2004/12/22
ABM22334,51,2004/12/22
ABN50984,51,2004/12/22
AAZ38650,9,2004/12/24
AAZ83649,86,2004/12/26
AAZ38572,16,2004/12/27
AAZ74496,23,2004/12/27
ABB02836,61,2004/12/27
ABM22345,46,2004/12/27
ABM66919,53,2004/12/27
ABM22356,46,2004/12/27
ABM66930,53,2004/12/27
ABM66941,53,2004/12/27
ABN50995,53,2004/12/27
ABQ44427,53,2004/12/27
AAZ74518,43,2004/12/28
AAZ79985,43,2004/12/28
ABA43167,48,2004/12/28
ABA87242,1,2004/12/28
AAZ74540,24,2004/12/29
AAZ38528,16,2005/01/03
AAZ74507,57,2005/01/03
ABA12751,58,2005/01/04
ABA12780,33,2005/01/04
ABA87253,78,2005/01/04
AAZ80017,78,2005/01/05
AAZ79974,30,2005/01/06
AAZ38594,37,2005/01/07
ABB53625,46,2005/01/07
ABM22367,22,2005/01/10
ABM66952,26,2005/01/10
ABM66963,26,2005/01/10
ABM66996,22,2005/01/10
ABM66974,26,2005/01/10
ABM67007,22,2005/01/10
ABM66985,26,2005/01/10
ABM67018,22,2005/01/10
ABO32827,22,2005/01/10
ABO44079,26,2005/01/10
AAZ38506,18,2005/01/17
ABA43178,1,2005/01/18
ABB53685,4,2005/01/18
ABB53652,62,2005/01/19
ABA42291,19,2005/01/24
AAZ74573,72,2005/01/28
AAZ38605,24,2005/01/29
AAZ74529,20,2005/01/29
ABB53663,20,2005/02/01
AAZ38517,38,2005/02/02
ABB46436,84,2005/02/02
ABB53674,1,2005/02/02
ABB79731,1,2005/02/08
ABB03057,64,2005/02/09
AAZ74441,18,2005/02/15
ABA18156,74,2005/02/15
AAZ79941,58,2005/02/16
AAZ79963,23,2005/02/22
AAZ38638,4,2005/03/04
ABB03068,86,2005/03/07
ABB46447,70,2005/03/08
AAZ79996,19,2005/03/23
ABN51010,13,2006/02/23
ABO32838,13,2006/02/23
ABO32849,13,2006/02/23
ABO32860,13,2006/02/23
ABO38274,13,2006/02/23
ABM67029,80,2006/02/28
ABN51021,80,2006/02/28
ABN59390,80,2006/02/28
ABO32871,80,2006/02/28
ABO32882,80,2006/02/28
ABM67040,17,2006/03/01
ABN51032,17,2006/03/01
ABN51043,17,2006/03/01
ABO32893,17,2006/03/01
ABO32904,17,2006/03/01
ABN51054,11,2006/03/02
ABO32915,11,2006/03/02
ABO32926,11,2006/03/02
ABO32937,11,2006/03/02
ABO38285,11,2006/03/02
ABG80436,52,2006/03/22
ABI22159,49,2006/03/22
ABG88817,33,2006/04/05
ABI30876,9,2006/04/05
ABJ53482,15,2006/04/06
ABV30118,,2007/01/17
ABW23257,,2007/01/30
ABW23258,,2007/02/01
ABV30382,,2007/02/21
ABV30217,,2007/02/27
ABV29909,,2007/03/05
ABV30393,,2007/03/05
ABV30239,,2007/03/06
ACG70153,8,2007/03/14
ACA33691,,2007/09/10
ACF40077,,2008/01/24
ACF10321,,2008/02/13
ACK76367,,2008/02/13
ACL12206,11,2008/02/25
ACN33167,3,2008/02/25
ACN33024,2,2008/02/28
ACM51241,,2008/03/06
ACN33211,56,2008/03/06
ACN33057,9,2008/03/12
ACU80036,9,2008/03/17
ACM51245,,2008/04/21
ACF40106,,2008/04/21
ACM51247,,2008/05/13
ACK76339,,2008/09/20
ACV72370,,2009/01/21
ACT67811,,2009/02/22
ACZ05183,13,2009/04/26
ACZ05271,12,2009/04/27
ACZ05161,8,2009/04/27
ACZ05216,57,2009/04/27
ACZ05172,14,2009/04/27
ACZ05491,51,2009/04/27
ACZ05524,8,2009/04/27
ACZ05359,,2009/04/27
ACZ05370,,2009/04/27
ACZ05260,85,2009/04/28
ACZ05304,8,2009/04/28
ACZ05238,1,2009/04/28
ACZ05326,49,2009/04/28
ACZ05227,27,2009/04/28
ACZ05249,64,2009/04/28
ACZ05205,12,2009/04/28
ACZ05348,,2009/04/28
ACZ05557,16,2009/04/28
ADE34191,,2009/04/28
ADY17654,,2009/04/28
ACZ05315,57,2009/04/29
ACZ05469,16,2009/04/29
ACZ05480,4,2009/04/29
ACZ05403,6,2009/04/29
ACZ05282,44,2009/04/30
ACZ05535,49,2009/04/30
ACZ05458,27,2009/05/01
ACZ05414,43,2009/05/01
ADE34202,,2009/05/01
ACZ05337,78,2009/05/02
ACZ05392,29,2009/05/02
ACZ05513,79,2009/05/03
ADV76587,,2009/05/04
ACZ05546,13,2009/05/05
ADE34213,,2009/05/06
ADY17665,,2009/05/06
ACZ05950,74,2009/05/11
ACZ06016,1,2009/05/11
ACZ05961,6,2009/05/13
ADE34224,,2009/05/13
ACZ05983,1,2009/05/15
ADV76609,,2009/05/15
ADV76598,,2009/05/16
ADV76579,,2009/05/17
ACZ05972,68,2009/05/17
ADE34235,,2009/05/18
ADE34257,,2009/05/19
ACZ05994,,2009/05/20
ADB90414,,2009/05/20
AEB66895,,2009/05/21
ADV76620,,2009/05/23
ADB89721,,2009/05/24
ADE34268,,2009/05/24
ACZ06005,76,2009/06/01
ADE34246,,2009/06/04
ADV76631,,2009/06/04
ADY17676,,2009/06/04
ADY17687,,2009/06/05
ADY11836,,2009/06/11
ADB89732,,2009/06/12
ADY17698,,2009/06/23
ADY11825,,2009/11/13
ADM07504,,2010/06/16
ADM26817,,2010/06/16
