"AAA43283","566","Human","HA","H1N1","USA","N","1991","Influenza A Virus (A/Maryland/12/1991(H1N1))","","c"
"AAA43283","566","Human","HA","H1N1","USA","N","1991","Influenza A Virus (A/Maryland/12/1991(H1N1))","","c"
"ABU80298","565","Human","HA","H1N1","New Zealand","S","2000/09/13","Influenza A virus (A/Auckland/584/2000(H1N1))","23 Y","M","","c"
"ABV45849","565","Human","HA","H1N1","New Zealand","S","2000/09/15","Influenza A virus (A/Auckland/585/2000(H1N1))","54 Y","F","","c"
"ABV45849","565","Human","HA","H1N1","New Zealand","S","2000/09/15","Influenza A virus (A/Auckland/585/2000(H1N1))","54 Y","F","","c"
"ABS49976","565","Human","HA","H1N1","New Zealand","S","2000/10/02","Influenza A virus (A/Auckland/591/2000(H1N1))","25 Y","M","","c"
"ABS49976","565","Human","HA","H1N1","New Zealand","S","2000/10/02","Influenza A virus (A/Auckland/591/2000(H1N1))","25 Y","M","","c"
"ABS49987","565","Human","HA","H1N1","New Zealand","S","2000/11/03","Influenza A virus (A/Auckland/595/2000(H1N1))","26 Y","F","","c"
"ABS49987","565","Human","HA","H1N1","New Zealand","S","2000/11/03","Influenza A virus (A/Auckland/595/2000(H1N1))","26 Y","F","","c"
"ABU80309","565","Human","HA","H1N1","New Zealand","S","2000/10/30","Influenza A virus (A/Auckland/597/2000(H1N1))","33 Y","F","","c"
"ABU80309","565","Human","HA","H1N1","New Zealand","S","2000/10/30","Influenza A virus (A/Auckland/597/2000(H1N1))","33 Y","F","","c"
"ABR28900","565","Human","HA","H1N1","New Zealand","S","2005/07/01","Influenza A virus (A/Auckland/619/2005(H1N1))","46 Y","M","","c"
"ABR28900","565","Human","HA","H1N1","New Zealand","S","2005/07/01","Influenza A virus (A/Auckland/619/2005(H1N1))","46 Y","M","","c"
"ADG23217","565","Human","HA","H1N1","Iran","N","2005/12/31","Influenza A virus (A/Azarbayejan-Sharghi/147/2005(H1N1))","","","","c"
"ADG23217","565","Human","HA","H1N1","Iran","N","2005/12/31","Influenza A virus (A/Azarbayejan-Sharghi/147/2005(H1N1))","","","","c"
"ADG23218","565","Human","HA","H1N1","Iran","N","2006/01/17","Influenza A virus (A/Azarbayejan-Sharghi/179/2006(H1N1))","","","","c"
"ADG23218","565","Human","HA","H1N1","Iran","N","2006/01/17","Influenza A virus (A/Azarbayejan-Sharghi/179/2006(H1N1))","","","","c"
"ADG23220","565","Human","HA","H1N1","Iran","N","2006/01/10","Influenza A virus (A/Azarbayejan_Sharghi/150/2006(H1N1))","","","","c"
"ADG23220","565","Human","HA","H1N1","Iran","N","2006/01/10","Influenza A virus (A/Azarbayejan_Sharghi/150/2006(H1N1))","","","","c"
"ADG23221","565","Human","HA","H1N1","Iran","N","2006/01/08","Influenza A virus (A/Azarbayejan_Sharghi/153/2006(H1N1))","","","","c"
"ADG23221","565","Human","HA","H1N1","Iran","N","2006/01/08","Influenza A virus (A/Azarbayejan_Sharghi/153/2006(H1N1))","","","","c"
"ADG23222","565","Human","HA","H1N1","Iran","N","2006/01/10","Influenza A virus (A/Azarbayejan_Sharghi/155/2006(H1N1))","","","","c"
"ADG23222","565","Human","HA","H1N1","Iran","N","2006/01/10","Influenza A virus (A/Azarbayejan_Sharghi/155/2006(H1N1))","","","","c"
"ACI32728","565","Human","HA","H1N1","Germany","N","2006","Influenza A virus (A/Baden-Wuerttemberg/3/2006(H1N1))","","","","c"
"ACI32728","565","Human","HA","H1N1","Germany","N","2006","Influenza A virus (A/Baden-Wuerttemberg/3/2006(H1N1))","","","","c"
"ABD95339","566","Human","HA","H1N1","USA","N","1982","Influenza A virus (A/Baylor/11515/1982(H1N1))","","","","c"
"ABD95339","566","Human","HA","H1N1","USA","N","1982","Influenza A virus (A/Baylor/11515/1982(H1N1))","","","","c"
"ABD77818","566","Human","HA","H1N1","USA","N","1982","Influenza A virus (A/Baylor/11735/1982(H1N1))","","","","c"
"ABD77818","566","Human","HA","H1N1","USA","N","1982","Influenza A virus (A/Baylor/11735/1982(H1N1))","","","","c"
"ABO52258","566","Human","HA","H1N1","USA","N","1981","Influenza A virus (A/Baylor/4052/1981(H1N1))","","","","c"
"ABO52258","566","Human","HA","H1N1","USA","N","1981","Influenza A virus (A/Baylor/4052/1981(H1N1))","","","","c"
"AAP34323","565","Human","HA","H1N1","China","N","1995","Influenza A virus (A/Beijing/262/1995(H1N1))","","c"
"AAP34323","565","Human","HA","H1N1","China","N","1995","Influenza A virus (A/Beijing/262/1995(H1N1))","","c"
"ACF41867","565","Human","HA","H1N1","China","N","1995","Influenza A virus (A/Beijing/262/1995(H1N1))","","","Vac","c"
"ACF41867","565","Human","HA","H1N1","China","N","1995","Influenza A virus (A/Beijing/262/1995(H1N1))","","","Vac","c"
"ABD62843","566","Human","HA","H1N1","USA","N","1942","Influenza A virus (A/Bellamy/1942(H1N1))","","","","c"
"ABD62843","566","Human","HA","H1N1","USA","N","1942","Influenza A virus (A/Bellamy/1942(H1N1))","","","","c"
"ACI32733","565","Human","HA","H1N1","Germany","N","2006","Influenza A virus (A/Berlin/13/2006(H1N1))","","","","c"
"ACI32733","565","Human","HA","H1N1","Germany","N","2006","Influenza A virus (A/Berlin/13/2006(H1N1))","","","","c"
"ACI32731","565","Human","HA","H1N1","Germany","N","2006","Influenza A virus (A/Berlin/6/2006(H1N1))","","","","c"
"ACI32731","565","Human","HA","H1N1","Germany","N","2006","Influenza A virus (A/Berlin/6/2006(H1N1))","","","","c"
"ACI32714","565","Human","HA","H1N1","Germany","N","2005","Influenza A virus (A/Berlin/60/2005(H1N1))","","","","c"
"ACI32714","565","Human","HA","H1N1","Germany","N","2005","Influenza A virus (A/Berlin/60/2005(H1N1))","","","","c"
"ACI32732","565","Human","HA","H1N1","Germany","N","2006","Influenza A virus (A/Berlin/9/2006(H1N1))","","","","c"
"ACI32732","565","Human","HA","H1N1","Germany","N","2006","Influenza A virus (A/Berlin/9/2006(H1N1))","","","","c"
"ACI32734","565","Human","HA","H1N1","Germany","N","2006","Influenza A virus (A/Brandenburg/1/2006(H1N1))","","","","c"
"ACI32734","565","Human","HA","H1N1","Germany","N","2006","Influenza A virus (A/Brandenburg/1/2006(H1N1))","","","","c"
"ABO38065","566","Human","HA","H1N1","Brazil","T","1978","Influenza A virus (A/Brazil/11/1978(H1N1))","","","Vac","c"
"ABO38065","566","Human","HA","H1N1","Brazil","T","1978","Influenza A virus (A/Brazil/11/1978(H1N1))","","","Vac","c"
"AFO65049","565","Human","HA","H1N1","Brazil","T","2000","Influenza A virus (A/Brazil/74200/2000(H1N1))","","","","c"
"AFO65049","565","Human","HA","H1N1","Brazil","T","2000","Influenza A virus (A/Brazil/74200/2000(H1N1))","","","","c"
"ACI32715","565","Human","HA","H1N1","Germany","N","2005","Influenza A virus (A/Bremen/4/2005(H1N1))","","","","c"
"ACI32715","565","Human","HA","H1N1","Germany","N","2005","Influenza A virus (A/Bremen/4/2005(H1N1))","","","","c"
"ACA28844","565","Human","HA","H1N1","Australia","S","2007/07/01","Influenza A virus (A/Brisbane/59/2007(H1N1))","47","F","","c"
"ACA28844","565","Human","HA","H1N1","Australia","S","2007/07/01","Influenza A virus (A/Brisbane/59/2007(H1N1))","47","F","","c"
"ACA28846","565","Human","HA","H1N1","Australia","S","2007/07/01","Influenza A virus (A/Brisbane/59/2007(H1N1))","47","F","","c"
"ACA28846","565","Human","HA","H1N1","Australia","S","2007/07/01","Influenza A virus (A/Brisbane/59/2007(H1N1))","47","F","","c"
"CAA35094","566","Human","HA","H1N1","New Zealand","S","1983","Influenza A virus (A/CHR/157/83(H1N1))","","c"
"CAA35094","566","Human","HA","H1N1","New Zealand","S","1983","Influenza A virus (A/CHR/157/83(H1N1))","","c"
"ABW23336","565","Human","HA","H1N1","USA","N","2007/01/23","Influenza A virus (A/California/03/2007(H1N1))","","","","c"
"ABW23336","565","Human","HA","H1N1","USA","N","2007/01/23","Influenza A virus (A/California/03/2007(H1N1))","","","","c"
"ABW23339","565","Human","HA","H1N1","USA","N","2007/01/25","Influenza A virus (A/California/04/2007(H1N1))","","","","c"
"ABW23339","565","Human","HA","H1N1","USA","N","2007/01/25","Influenza A virus (A/California/04/2007(H1N1))","","","","c"
"ABW23341","565","Human","HA","H1N1","USA","N","2007/01/29","Influenza A virus (A/California/05/2007(H1N1))","","","","c"
"ABW23341","565","Human","HA","H1N1","USA","N","2007/01/29","Influenza A virus (A/California/05/2007(H1N1))","","","","c"
"ABW23335","565","Human","HA","H1N1","USA","N","2006/12/14","Influenza A virus (A/California/09/2006(H1N1))","","","","c"
"ABW23335","565","Human","HA","H1N1","USA","N","2006/12/14","Influenza A virus (A/California/09/2006(H1N1))","","","","c"
"ABP49338","566","Human","HA","H1N1","USA","N","1978","Influenza A virus (A/California/10/1978(H1N1))","","","","c"
"ABP49338","566","Human","HA","H1N1","USA","N","1978","Influenza A virus (A/California/10/1978(H1N1))","","","","c"
"ACD47245","565","Human","HA","H1N1","USA","N","2006/12/06","Influenza A virus (A/California/10/2006(H1N1))","","","","c"
"ACD47245","565","Human","HA","H1N1","USA","N","2006/12/06","Influenza A virus (A/California/10/2006(H1N1))","","","","c"
"ACD47248","565","Human","HA","H1N1","USA","N","2007/01/13","Influenza A virus (A/California/26/2007(H1N1))","","","","c"
"ACD47248","565","Human","HA","H1N1","USA","N","2007/01/13","Influenza A virus (A/California/26/2007(H1N1))","","","","c"
"ACA33803","565","Human","HA","H1N1","USA","N","2007/10/24","Influenza A virus (A/California/27/2007(H1N1))","","","","c"
"ACA33803","565","Human","HA","H1N1","USA","N","2007/10/24","Influenza A virus (A/California/27/2007(H1N1))","","","","c"
"ACA33740","565","Human","HA","H1N1","USA","N","2007/10/02","Influenza A virus (A/California/28/2007(H1N1))","","","","c"
"ACA33740","565","Human","HA","H1N1","USA","N","2007/10/02","Influenza A virus (A/California/28/2007(H1N1))","","","","c"
"ACA33795","565","Human","HA","H1N1","USA","N","2007/12/05","Influenza A virus (A/California/39/2007(H1N1))","","","","c"
"ACA33795","565","Human","HA","H1N1","USA","N","2007/12/05","Influenza A virus (A/California/39/2007(H1N1))","","","","c"
"ACA33798","565","Human","HA","H1N1","USA","N","2007/12/03","Influenza A virus (A/California/40/2007(H1N1))","","","","c"
"ACA33798","565","Human","HA","H1N1","USA","N","2007/12/03","Influenza A virus (A/California/40/2007(H1N1))","","","","c"
"ABY81349","566","Human","HA","H1N1","USA","N","1978","Influenza A virus (A/California/45/1978(H1N1))","","","","c"
"ABY81349","566","Human","HA","H1N1","USA","N","1978","Influenza A virus (A/California/45/1978(H1N1))","","","","c"
"ABW91614","565","Human","HA","H1N1","USA","N","2007/01/30","Influenza A virus (A/California/UR06-0125/2007(H1N1))","5Y","M","","c"
"ABW91614","565","Human","HA","H1N1","USA","N","2007/01/30","Influenza A virus (A/California/UR06-0125/2007(H1N1))","5Y","M","","c"
"ABW36234","565","Human","HA","H1N1","USA","N","2007/02/09","Influenza A virus (A/California/UR06-0232/2007(H1N1))","4 Y","M","","c"
"ABW36234","565","Human","HA","H1N1","USA","N","2007/02/09","Influenza A virus (A/California/UR06-0232/2007(H1N1))","4 Y","M","","c"
"ABW39839","565","Human","HA","H1N1","USA","N","2007/02/14","Influenza A virus (A/California/UR06-0302/2007(H1N1))","5 Y","F","","c"
"ABW39839","565","Human","HA","H1N1","USA","N","2007/02/14","Influenza A virus (A/California/UR06-0302/2007(H1N1))","5 Y","F","","c"
"ABW39850","565","Human","HA","H1N1","USA","N","2007/02/21","Influenza A virus (A/California/UR06-0393/2007(H1N1))","5 Y","M","","c"
"ABW39850","565","Human","HA","H1N1","USA","N","2007/02/21","Influenza A virus (A/California/UR06-0393/2007(H1N1))","5 Y","M","","c"
"ABV29755","565","Human","HA","H1N1","USA","N","2007/02/26","Influenza A virus (A/California/UR06-0435/2007(H1N1))","6 Y","F","","c"
"ABV29755","565","Human","HA","H1N1","USA","N","2007/02/26","Influenza A virus (A/California/UR06-0435/2007(H1N1))","6 Y","F","","c"
"ABX58261","565","Human","HA","H1N1","USA","N","2007/02/27","Influenza A virus (A/California/UR06-0440/2007(H1N1))","7 Y","F","","c"
"ABX58261","565","Human","HA","H1N1","USA","N","2007/02/27","Influenza A virus (A/California/UR06-0440/2007(H1N1))","7 Y","F","","c"
"ABY51039","565","Human","HA","H1N1","USA","N","2007/03/01","Influenza A virus (A/California/UR06-0479/2007(H1N1))","13 Y","M","","c"
"ABY51039","565","Human","HA","H1N1","USA","N","2007/03/01","Influenza A virus (A/California/UR06-0479/2007(H1N1))","13 Y","M","","c"
"ACI45444","565","Human","HA","H1N1","Cambodia","T","2007/08/09","Influenza A virus (A/Cambodia/0371/2007(H1N1))","","","","c"
"ACI45444","565","Human","HA","H1N1","Cambodia","T","2007/08/09","Influenza A virus (A/Cambodia/0371/2007(H1N1))","","","","c"
"ACI45445","565","Human","HA","H1N1","Cambodia","T","2007/08/10","Influenza A virus (A/Cambodia/0374/2007(H1N1))","","","","c"
"ACI45445","565","Human","HA","H1N1","Cambodia","T","2007/08/10","Influenza A virus (A/Cambodia/0374/2007(H1N1))","","","","c"
"ACM90870","565","Human","HA","H1N1","Cambodia","T","2007/10/01","Influenza A virus (A/Cambodia/21/2007(H1N1))","","","","c"
"ACM90870","565","Human","HA","H1N1","Cambodia","T","2007/10/01","Influenza A virus (A/Cambodia/21/2007(H1N1))","","","","c"
"ACI45446","565","Human","HA","H1N1","Cambodia","T","2007/08/21","Influenza A virus (A/Cambodia/365/2007(H1N1))","","","","c"
"ACI45446","565","Human","HA","H1N1","Cambodia","T","2007/08/21","Influenza A virus (A/Cambodia/365/2007(H1N1))","","","","c"
"ACI45447","565","Human","HA","H1N1","Cambodia","T","2007/08/27","Influenza A virus (A/Cambodia/502/2007(H1N1))","","","","c"
"ACI45447","565","Human","HA","H1N1","Cambodia","T","2007/08/27","Influenza A virus (A/Cambodia/502/2007(H1N1))","","","","c"
"ABD79112","566","Human","HA","H1N1","Australia","S","1946","Influenza A virus (A/Cameron/1946(H1N1))","","","","c"
"ABD79112","566","Human","HA","H1N1","Australia","S","1946","Influenza A virus (A/Cameron/1946(H1N1))","","","","c"
"AFO66235","565","Human","HA","H1N1","Canada","N","2004","Influenza A virus (A/Canada/591/2004(H1N1))","","","","c"
"AFO66235","565","Human","HA","H1N1","Canada","N","2004","Influenza A virus (A/Canada/591/2004(H1N1))","","","","c"
"ABE11679","565","Human","HA","H1N1","New Zealand","S","2001/01/09","Influenza A virus (A/Canterbury/01/2001(H1N1))","24Y","F","","c"
"ABE11679","565","Human","HA","H1N1","New Zealand","S","2001/01/09","Influenza A virus (A/Canterbury/01/2001(H1N1))","24Y","F","","c"
"ABM66864","565","Human","HA","H1N1","New Zealand","S","2001/06/03","Influenza A virus (A/Canterbury/05/2001(H1N1))","13Y","F","","c"
"ABM66864","565","Human","HA","H1N1","New Zealand","S","2001/06/03","Influenza A virus (A/Canterbury/05/2001(H1N1))","13Y","F","","c"
"ABC42750","565","Human","HA","H1N1","New Zealand","S","2004/09/12","Influenza A virus (A/Canterbury/106/2004(H1N1))","13Y","F","","c"
"ABC42750","565","Human","HA","H1N1","New Zealand","S","2004/09/12","Influenza A virus (A/Canterbury/106/2004(H1N1))","13Y","F","","c"
"ABD95306","565","Human","HA","H1N1","New Zealand","S","2001/07/27","Influenza A virus (A/Canterbury/144/2001(H1N1))","20Y","M","","c"
"ABD95306","565","Human","HA","H1N1","New Zealand","S","2001/07/27","Influenza A virus (A/Canterbury/144/2001(H1N1))","20Y","M","","c"
"ABD78082","565","Human","HA","H1N1","New Zealand","S","2001/06/25","Influenza A virus (A/Canterbury/16/2001(H1N1))","41Y","F","","c"
"ABD78082","565","Human","HA","H1N1","New Zealand","S","2001/06/25","Influenza A virus (A/Canterbury/16/2001(H1N1))","41Y","F","","c"
"ABF47561","565","Human","HA","H1N1","New Zealand","S","2001/06/20","Influenza A virus (A/Canterbury/20/2001(H1N1))","12Y","M","","c"
"ABF47561","565","Human","HA","H1N1","New Zealand","S","2001/06/20","Influenza A virus (A/Canterbury/20/2001(H1N1))","12Y","M","","c"
"ABF47572","565","Human","HA","H1N1","New Zealand","S","2001/06/28","Influenza A virus (A/Canterbury/22/2001(H1N1))","","M","","c"
"ABF47572","565","Human","HA","H1N1","New Zealand","S","2001/06/28","Influenza A virus (A/Canterbury/22/2001(H1N1))","","M","","c"
"ABD77917","565","Human","HA","H1N1","New Zealand","S","2000/08/03","Influenza A virus (A/Canterbury/23/2000(H1N1))","30Y","F","","c"
"ABD77917","565","Human","HA","H1N1","New Zealand","S","2000/08/03","Influenza A virus (A/Canterbury/23/2000(H1N1))","30Y","F","","c"
"ABG37120","565","Human","HA","H1N1","New Zealand","S","2001/06/29","Influenza A virus (A/Canterbury/26/2001(H1N1))","28Y","F","","c"
"ABG37120","565","Human","HA","H1N1","New Zealand","S","2001/06/29","Influenza A virus (A/Canterbury/26/2001(H1N1))","28Y","F","","c"
"ABD94976","565","Human","HA","H1N1","New Zealand","S","2000/08/14","Influenza A virus (A/Canterbury/27/2000(H1N1))","39Y","F","","c"
"ABD94976","565","Human","HA","H1N1","New Zealand","S","2000/08/14","Influenza A virus (A/Canterbury/27/2000(H1N1))","39Y","F","","c"
"ABD95108","565","Human","HA","H1N1","New Zealand","S","2001/07/05","Influenza A virus (A/Canterbury/27/2001(H1N1))","44Y","M","","c"
"ABD95108","565","Human","HA","H1N1","New Zealand","S","2001/07/05","Influenza A virus (A/Canterbury/27/2001(H1N1))","44Y","M","","c"
"ABD95130","565","Human","HA","H1N1","New Zealand","S","2001/07/04","Influenza A virus (A/Canterbury/30/2001(H1N1))","1Y","F","","c"
"ABD95130","565","Human","HA","H1N1","New Zealand","S","2001/07/04","Influenza A virus (A/Canterbury/30/2001(H1N1))","1Y","F","","c"
"ABD60900","565","Human","HA","H1N1","New Zealand","S","2000/08/22","Influenza A virus (A/Canterbury/34/2000(H1N1))","30Y","F","","c"
"ABD60900","565","Human","HA","H1N1","New Zealand","S","2000/08/22","Influenza A virus (A/Canterbury/34/2000(H1N1))","30Y","F","","c"
"ABD95185","565","Human","HA","H1N1","New Zealand","S","2001/07/11","Influenza A virus (A/Canterbury/47/2001(H1N1))","2M","F","","c"
"ABD95185","565","Human","HA","H1N1","New Zealand","S","2001/07/11","Influenza A virus (A/Canterbury/47/2001(H1N1))","2M","F","","c"
"ABD77719","565","Human","HA","H1N1","New Zealand","S","2000/06/20","Influenza A virus (A/Canterbury/5/2000(H1N1))","5Y","F","","c"
"ABD77719","565","Human","HA","H1N1","New Zealand","S","2000/06/20","Influenza A virus (A/Canterbury/5/2000(H1N1))","5Y","F","","c"
"ABD94987","565","Human","HA","H1N1","New Zealand","S","2000/07/24","Influenza A virus (A/Canterbury/51/2000(H1N1))","6Y","M","","c"
"ABD94987","565","Human","HA","H1N1","New Zealand","S","2000/07/24","Influenza A virus (A/Canterbury/51/2000(H1N1))","6Y","M","","c"
"ABE11701","565","Human","HA","H1N1","New Zealand","S","2001/07/04","Influenza A virus (A/Canterbury/51/2001(H1N1))","12Y","F","","c"
"ABE11701","565","Human","HA","H1N1","New Zealand","S","2001/07/04","Influenza A virus (A/Canterbury/51/2001(H1N1))","12Y","F","","c"
"ABF82673","565","Human","HA","H1N1","New Zealand","S","2001/07/17","Influenza A virus (A/Canterbury/60/2001(H1N1))","9Y","F","","c"
"ABF82673","565","Human","HA","H1N1","New Zealand","S","2001/07/17","Influenza A virus (A/Canterbury/60/2001(H1N1))","9Y","F","","c"
"ABD77928","565","Human","HA","H1N1","New Zealand","S","2000/07/20","Influenza A virus (A/Canterbury/7/2000(H1N1))","42Y","M","","c"
"ABD77928","565","Human","HA","H1N1","New Zealand","S","2000/07/20","Influenza A virus (A/Canterbury/7/2000(H1N1))","42Y","M","","c"
"ABD77972","565","Human","HA","H1N1","New Zealand","S","2000/09/21","Influenza A virus (A/Canterbury/79/2000(H1N1))","23Y","F","","c"
"ABD77972","565","Human","HA","H1N1","New Zealand","S","2000/09/21","Influenza A virus (A/Canterbury/79/2000(H1N1))","23Y","F","","c"
"ABD94756","565","Human","HA","H1N1","New Zealand","S","2000/07/17","Influenza A virus (A/Canterbury/9/2000(H1N1))","12Y","M","","c"
"ABD94756","565","Human","HA","H1N1","New Zealand","S","2000/07/17","Influenza A virus (A/Canterbury/9/2000(H1N1))","12Y","M","","c"
"ABD95031","565","Human","HA","H1N1","New Zealand","S","2000/10/22","Influenza A virus (A/Canterbury/95/2000(H1N1))","9Y","M","","c"
"ABD95031","565","Human","HA","H1N1","New Zealand","S","2000/10/22","Influenza A virus (A/Canterbury/95/2000(H1N1))","9Y","M","","c"
"ABO38340","566","Human","HA","H1N1","Chile","S","1983","Influenza A virus (A/Chile/1/1983(H1N1))","","","Vac","c"
"ABO38340","566","Human","HA","H1N1","Chile","S","1983","Influenza A virus (A/Chile/1/1983(H1N1))","","","Vac","c"
"AFO66147","566","Human","HA","H1N1","Chile","S","2000","Influenza A virus (A/Chile/4795/2000(H1N1))","","","","c"
"AFO66147","566","Human","HA","H1N1","Chile","S","2000","Influenza A virus (A/Chile/4795/2000(H1N1))","","","","c"
"AFO66158","565","Human","HA","H1N1","Chile","S","2001","Influenza A virus (A/Chile/8885/2001(H1N1))","","","","c"
"AFO66158","565","Human","HA","H1N1","Chile","S","2001","Influenza A virus (A/Chile/8885/2001(H1N1))","","","","c"
"ABO52797","566","Human","HA","H1N1","United Kingdom","N","1982","Influenza A virus (A/Christ's Hospital/157/1982(H1N1))","","","","c"
"ABO52797","566","Human","HA","H1N1","United Kingdom","N","1982","Influenza A virus (A/Christ's Hospital/157/1982(H1N1))","","","","c"
"AFO66224","565","Human","HA","H1N1","New Zealand","S","2003","Influenza A virus (A/Christchurch/1/2003(H1N1))","","","","c"
"AFO66224","565","Human","HA","H1N1","New Zealand","S","2003","Influenza A virus (A/Christchurch/1/2003(H1N1))","","","","c"
"ACA33673","565","Human","HA","H1N1","USA","N","2007/11/12","Influenza A virus (A/Colorado/21/2007(H1N1))","","","","c"
"ACA33673","565","Human","HA","H1N1","USA","N","2007/11/12","Influenza A virus (A/Colorado/21/2007(H1N1))","","","","c"
"ACA33778","565","Human","HA","H1N1","USA","N","2007/10/15","Influenza A virus (A/Colorado/25/2007(H1N1))","","","","c"
"ACA33778","565","Human","HA","H1N1","USA","N","2007/10/15","Influenza A virus (A/Colorado/25/2007(H1N1))","","","","c"
"ACD47237","565","Human","HA","H1N1","USA","N","2007/12/09","Influenza A virus (A/Colorado/39/2007(H1N1))","","","","c"
"ACD47237","565","Human","HA","H1N1","USA","N","2007/12/09","Influenza A virus (A/Colorado/39/2007(H1N1))","","","","c"
